time,name,country,event,gender,year
31:51.9,Alia Mohamed Saeed (Un. Arab Emir.),United Arab Emirates,10000m,female,2014
31:52.9,Clémence Calvin (France),France,10000m,female,2014
31:53.1,Changqin Ding (China),China,10000m,female,2014
31:53.7,Kasumi Nishihara (Japan),Japan,10000m,female,2014
31:55.6,Jessica Augusto (Portugal),Portugal,10000m,female,2014
31:55.8,Yuka Takashima (Japan),Japan,10000m,female,2014
31:56.1,Rina Yamazaki (Japan),Japan,10000m,female,2014
32:00.2,Hanae Tanaka (Japan),Japan,10000m,female,2014
32:00.2,Eri Makikawa (Japan),Japan,10000m,female,2014
32:01.4,Sara Moreira (Portugal),Portugal,10000m,female,2014
32:03.4,Sairi Maeda (Japan),Japan,10000m,female,2014
32:03.6,Karolina Jarzyńska (Poland),Poland,10000m,female,2014
32:05.9,Misaki Kato (Japan),Japan,10000m,female,2014
32:07.1,Risa Takenaka (Japan),Japan,10000m,female,2014
32:09.4,Joyce Chepkirui (Kenya),Kenya,10000m,female,2014
32:10.8,Emily Chebet (Kenya),Kenya,10000m,female,2014
32:11.0,Jo Pavey (Great Britain),Great Britain,10000m,female,2014
32:11.2,Chieko Kido (Japan),Japan,10000m,female,2014
32:11.6,Yelena Nagovitsyna (Russia),Russia,10000m,female,2014
32:11.9,Jip Vastenburg (Holland),Holland,10000m,female,2014
32:12.3,Mao Kiyota (Japan),Japan,10000m,female,2014
32:12.5,Sitora Khamidova (Uzbekistan),Uzbekistan,10000m,female,2014
32:14.4,Miho Shimizu (Japan),Japan,10000m,female,2014
32:14.8,Valentina Galimova (Russia),Russia,10000m,female,2014
32:15.2,Kotomi Takayama (Japan),Japan,10000m,female,2014
32:15.4,Miho Ihara (Japan),Japan,10000m,female,2014
32:15.9,Rachel Ward (US),United States,10000m,female,2014
32:17.0,Elinor Kirk (Great Britain),Great Britain,10000m,female,2014
32:17.2,Yuki Mitsunobu (Japan),Japan,10000m,female,2014
2:20:18,Tirfe Tsegaye (Ethiopia),Ethiopia,marathon,female,2014
2:20:21,Edna Kiplagat (Kenya),Kenya,marathon,female,2014
2:20:24,Florence Kiplagat (Kenya),Kenya,marathon,female,2014
2:20:27,Feyse Tadesse (Ethiopia),Ethiopia,marathon,female,2014
2:20:35,Tirunesh Dibaba (Ethiopia),Ethiopia,marathon,female,2014
2:21:14,Shalane Flanagan (US),United States,marathon,female,2014
2:21:36,Mare Dibaba (Ethiopia),Ethiopia,marathon,female,2014
2:21:52,Tigist Tufa (Ethiopia),Ethiopia,marathon,female,2014
2:22:21,Aberu Kebede (Ethiopia),Ethiopia,marathon,female,2014
2:22:30,Birhane Dibaba (Ethiopia),Ethiopia,marathon,female,2014
2:22:44,Filomena Cheyech (Kenya),Kenya,marathon,female,2014
2:23:02,Tadelech Bekele (Ethiopia),Ethiopia,marathon,female,2014
2:23:15,Mulu Seboka (Ethiopia),Ethiopia,marathon,female,2014
2:23:34,Firehiwot Dado (Ethiopia),Ethiopia,marathon,female,2014
2:23:43,Mariya Konovalova (Russia),Russia,marathon,female,2014
2:23:44,Sharon Cherop (Kenya),k,marathon,female,2014
2:24:07,Jeļena Prokopčuka (Latvia),Latvia,marathon,female,2014
2:24:16,Lucy Kabuu (Kenya),Kenya,marathon,female,2014
2:24:25,Jessica Augusto (Portugal),Portugal,marathon,female,2014
2:24:35,Caroline Rotich (Kenya),Kenya,marathon,female,2014
2:24:37,Tetyana Gamera (Ukraine),Ukraine,marathon,female,2014
2:24:43,Aliaksandra Duliba (Belarus),Belarus,marathon,female,2014
2:24:59,Ashete Bekele (Ethiopia),Ethiopia,marathon,female,2014
2:25:02,Abebech Afework (Ethiopia),Ethiopia,marathon,female,2014
2:25:07,Mary Keitany (Kenya),Kenya,marathon,female,2014
2:25:10,Jemima Jelagat (Kenya),Kenya,marathon,female,2014
2:25:14,Christelle Daunay (France),France,marathon,female,2014
2:25:14,Emily Ngetich (Kenya),Kenya,marathon,female,2014
2:25:22,Caroline Kilel (Kenya),Kenya,marathon,female,2014
2:25:23,Meselech Melkamu (Ethiopia),Ethiopia,marathon,female,2014
2:25:26,Ryoko Kizaki (Japan),Japan,marathon,female,2014
2:25:27,Valeria Straneo (Italy),Italy,marathon,female,2014
2:25:31,Eri Hayakawa (Japan),Japan,marathon,female,2014
2:25:37,Eunice Jepkirui (Bahrain),Bahrain,marathon,female,2014
2:25:59,Meskerem Assefa (Ethiopia),Ethiopia,marathon,female,2014
2:26:00,Yukiko Akaba (Japan),Japan,marathon,female,2014
2:26:00,Sara Moreira (Portugal),Portugal,marathon,female,2014
2:26:03,Gelete Burka (Ethiopia),Ethiopia,marathon,female,2014
2:26:03,Janet Rono (Kenya),Kenya,marathon,female,2014
2:26:05,Tomomi Tanaka (Japan),Japan,marathon,female,2014
01:42.1,Emmanuel Korir (Ken),Kenya,800m,male,2018
01:42.1,Nijel Amos (Bot),Botswana,800m,male,2018
01:43.1,Wycliffe Kinyamal (Ken),Kenya,800m,male,2018
01:43.1,Clayton Murphy (Nike Ore. Proj.),United States,800m,male,2018
01:43.2,Brandon McBride (Can),Canada,800m,male,2018
01:43.2,Michael Saruni (Ken),Kenya,800m,male,2018
01:43.5,Jonathan Kitilit (Ken),Kenya,800m,male,2018
01:43.7,Saul Ordóñez (Spa),Spain,800m,male,2018
01:43.7,Ferguson Cheruiyot (Ken),Kenya,800m,male,2018
01:43.8,Cornelius Tuwei (Ken),Kenya,800m,male,2018
01:44.2,Elijah Manangoi (Ken),Kenya,800m,male,2018
01:44.2,Pierre-Ambroise Bosse (Fra),France,800m,male,2018
01:44.2,Joseph Deng (Aus),Australia,800m,male,2018
01:44.3,Alfred Kipketer (Ken),Kenya,800m,male,2018
01:44.3,Marcin Lewandowski (Pol),Poland,800m,male,2018
01:44.4,Isaiah Harris (PennSt),United States,800m,male,2018
01:44.6,Peter Bol (Aus),Australia,800m,male,2018
01:44.6,Adam Kszczot (Pol),Poland,800m,male,2018
01:44.6,Jake Wightman (GB),Great Briatin,800m,male,2018
01:44.7,Jackson Kivuva (Ken),Kenya,800m,male,2018
01:44.7,Guy Learmonth (GB),Great Briatin,800m,male,2018
01:44.7,Timothy Cheruiyot (Ken),Kenya,800m,male,2018
01:44.9,Mostafa Smaili (Mor),Morocco,800m,male,2018
01:45.0,Daniel Rowden (GB),Great Briatin,800m,male,2018
01:45.0,Álvaro de Arriba (Spa),Spain,800m,male,2018
01:45.0,Andreas Kramer (Swe),Sweden,800m,male,2018
01:45.0,Elliot Giles (GB),Great Briatin,800m,male,2018
01:45.0,Jesús López (Mex),Mexico,800m,male,2018
01:45.1,*Erik Sowinski (Nike),United States,800m,male,2018
01:45.1,Andrew Osagie (GB),Great Briatin,800m,male,2018
01:45.1,Thiago André (Bra),Brazil,800m,male,2018
01:45.1,Donavan Brazier (Nike),United States,800m,male,2018
01:45.1,Antoine Gakeme (Bur),Burkina Faso,800m,male,2018
01:45.2,Ryhardt van Rensburg (SA),South Africa,800m,male,2018
01:45.2,Kyle Langford (GB),Great Briatin,800m,male,2018
01:45.2,Nicholas Kipkoech (Ken),Kenya,800m,male,2018
01:45.2,Boaz Kipkurgat (Ken),Kenya,800m,male,2018
01:45.2,Boaz Kiprugut (Ken),Kenya,800m,male,2018
01:45.3,Marco Arop (Can),Canada,800m,male,2018
01:45.3,Michal Rozmys (Pol),Poland,800m,male,2018
01:45.4,Mateusz Borkowski (Pol),Poland,800m,male,2018
01:45.4,Marc Reuther (Ger),Germany,800m,male,2018
01:45.5,Drew Windle (Brk),United States,800m,male,2018
01:45.6,Tolesa Bodena (Eth),Ethiopia,800m,male,2018
01:45.6,Filip Šnejdr (CzR),Czech Republic,800m,male,2018
01:45.6,Thomas Staines (GB),Great Briatin,800m,male,2018
01:45.6,Luke Mathews (Aus),Australia,800m,male,2018
01:45.6,Devin Dixon (TxAM),United States,800m,male,2018
01:45.7,Jinson Johnson (Ind),India,800m,male,2018
01:45.7,Jamal Al-Hayrani (Qat),Qatar,800m,male,2018
01:45.7,Bryce Hoppel (Ks),United States,800m,male,2018
03:28.4,Timothy Cheruiyot (Ken),Kenya,1500m,male,2018
03:29.6,Elijah Manangoi (Ken),Kenya,1500m,male,2018
03:30.0,Filip Ingebrigtsen (Nor),Norway,1500m,male,2018
03:31.2,Jakob Ingebrigtsen (Nor),Norway,1500m,male,2018
03:31.2,Ayanleh Souleiman (Dji),Djibouti,1500m,male,2018
03:31.6,Abdelaati Iguider (Mor),Morocco,1500m,male,2018
03:31.6,Brahim Kaazouzi (Mor),Morocco,1500m,male,2018
03:31.6,Samuel Tefera (Eth),Ethiopia,1500m,male,2018
03:31.8,Matthew Centrowitz (Nike Ore. Proj.),United States,1500m,male,2018
03:31.9,Aman Wote (Eth),Ethiopia,1500m,male,2018
03:32.1,Chris O’Hare (GB),Great Briatin,1500m,male,2018
03:32.5,Jakub Holuša (CzR),Czech Republic,1500m,male,2018
03:32.6,Yomif Kejelcha (Eth),Ethiopia,1500m,male,2018
03:32.6,Charles Simotwo (Ken),Kenya,1500m,male,2018
03:33.2,Ferguson Cheruiyot (Ken),Kenya,1500m,male,2018
03:33.8,Edward Cheserek (Ken),Kenya,1500m,male,2018
03:34.0,Jake Wightman (GB),Great Briatin,1500m,male,2018
03:34.2,Charlie Da’Vall Grice (GB),Great Briatin,1500m,male,2018
03:34.3,Bethwel Birgen (Ken),Kenya,1500m,male,2018
03:34.3,Justus Soget (Ken),Kenya,1500m,male,2018
03:34.4,Ryan Gregson (Aus),Australia,1500m,male,2018
03:34.4,Ismael Debjani (Bel),Belarus,1500m,male,2018
03:34.5,Sadik Mikhou (Bhr),Bahrain,1500m,male,2018
03:34.8,Stewart McSweyn (Aus),Australia,1500m,male,2018
03:35.0,Josh Kerr (GB),Great Briatin,1500m,male,2018
03:35.1,Marcin Lewandowski (Pol),Poland,1500m,male,2018
03:35.1,Taresa Tolosa (Eth),Ethiopia,1500m,male,2018
03:35.3,Nick Willis (NZ),New Zealand,1500m,male,2018
03:35.3,Ronald Musagala (Uga),Uganda,1500m,male,2018
03:35.4,Hicham Oueladha (Mor),Morocco,1500m,male,2018
03:35.4,Thiago André (Bra),Brazil,1500m,male,2018
03:35.5,George Manangoi (Ken),0-Jan,1500m,male,2018
03:35.6,Henrik Ingebrigtsen (Nor),Norway,1500m,male,2018
03:35.7,Cornelius Tuwei (Ken),Kenya,1500m,male,2018
03:35.7,Youssouf Hiss Bachir (Dji),Djibouti,1500m,male,2018
03:35.8,Brimin Kiprotich (Ken),Kenya,1500m,male,2018
03:35.8,Kumari Taki (Ken),Kenya,1500m,male,2018
03:35.8,Vladimir Nikitin (Rus),Russia,1500m,male,2018
03:35.9,*Drew Hunter (adidas),United States,1500m,male,2018
03:36.0,Neil Gourley (GB),Great Briatin,1500m,male,2018
03:36.0,Homiyu Tesfaye (Ger),Germany,1500m,male,2018
03:36.0,Robby Andrews (adidas),United States,1500m,male,2018
03:36.1,Justyn Knight (Can),Canada,1500m,male,2018
03:36.1,Vincent Kibet (Ken),Kenya,1500m,male,2018
03:36.1,Rabie Doukkana (Mor),Morocco,1500m,male,2018
03:36.3,Younéss Essalhi (Mor),Morocco,1500m,male,2018
03:36.3,Jordan Williamsz (Aus),Australia,1500m,male,2018
03:36.3,Robert Domanic (Ms),United States,1500m,male,2018
03:36.3,Michael Kibet (Ken),Kenya,1500m,male,2018
03:36.4,Eric Avila (adidas),United States,1500m,male,2018
07:58.1,Soufiane El Bakkali (Mor),Morocco,3000m Steeplechase,male,2018
08:01.0,Evan Jager (BowTC),United States,3000m Steeplechase,male,2018
08:06.2,Benjamin Kigen (Ken),Kenya,3000m Steeplechase,male,2018
08:07.3,Chala Beyo (Eth),Ethiopia,3000m Steeplechase,male,2018
08:08.4,Conseslus Kipruto (Ken),Kenya,3000m Steeplechase,male,2018
08:10.6,Abraham Kibiwot (Ken),Kenya,3000m Steeplechase,male,2018
08:12.2,Hillary Bor (USAr),United States,3000m Steeplechase,male,2018
08:12.2,Amos Kirui (Ken),Kenya,3000m Steeplechase,male,2018
08:12.3,Matt Hughes (Can),Canada,3000m Steeplechase,male,2018
08:13.2,Nicholas Bett (Ken),Kenya,3000m Steeplechase,male,2018
08:14.6,Ibrahim Ezzaydouny (Mor),Morocco,3000m Steeplechase,male,2018
08:15.1,Lawrence Kemboi (Ken),Kenya,3000m Steeplechase,male,2018
08:16.2,Emmanuel Bett (Ken),Kenya,3000m Steeplechase,male,2018
08:17.0,Leonard Bett (Ken),Kenya,3000m Steeplechase,male,2018
08:17.0,Mahiedine Mekhissi (Fra),France,3000m Steeplechase,male,2018
08:17.1,Barnabas Kipyego (Ken),Kenya,3000m Steeplechase,male,2018
08:17.2,Albert Chemutai (Uga),Uganda,3000m Steeplechase,male,2018
08:17.5,Tesfaye Deriba (Eth),Ethiopia,3000m Steeplechase,male,2018
08:18.0,Kennedy Njiru (Ken),Kenya,3000m Steeplechase,male,2018
08:18.8,Jairus Birech (Ken),Kenya,3000m Steeplechase,male,2018
08:19.3,Fernando Carro (Spa),Spain,3000m Steeplechase,male,2018
08:19.5,Justus Lagat (Ken),Kenya,3000m Steeplechase,male,2018
08:19.5,Hicham Sigueni (Mor),Morocco,3000m Steeplechase,male,2018
08:19.6,Yemane Hailesilassie (Eri),Eritrea,3000m Steeplechase,male,2018
08:20.3,Mohammed Tindoufti (Mor),Morocco,3000m Steeplechase,male,2018
08:20.5,Djilali Bedrani (Fra),France,3000m Steeplechase,male,2018
08:21.1,Abdelkarim Ben Zahra (Mor),Morocco,3000m Steeplechase,male,2018
08:21.2,Hailemariyam Amare (Eth),Ethiopia,3000m Steeplechase,male,2018
08:21.3,Tafese Soboka (Eth),Ethiopia,3000m Steeplechase,male,2018
08:22.0,John Koech (Bhr),Bahrain,3000m Steeplechase,male,2018
08:22.4,Maksim Yakushev (Rus),Russia,3000m Steeplechase,male,2018
08:22.6,Wilberforce Koros (Ken),Kenya,3000m Steeplechase,male,2018
08:22.7,Getnet Wale (Eth),Ethiopia,3000m Steeplechase,male,2018
08:22.8,Hossein Keyhani (Irn),Iran,3000m Steeplechase,male,2018
08:23.2,Paul Koech II (Ken),Kenya,3000m Steeplechase,male,2018
08:23.5,Napoleon Solomon (Swe),Sweden,3000m Steeplechase,male,2018
08:23.7,Mohamed Ismail Ibrahim (Dji),Djibouti,3000m Steeplechase,male,2018
08:23.8,Tolosa Nurgi (Eth),Ethiopia,3000m Steeplechase,male,2018
08:24.7,Andy Bayer (Nike),United States,3000m Steeplechase,male,2018
08:25.3,Hillary Yego (Ken),Kenya,3000m Steeplechase,male,2018
08:25.4,Takele Nigate (Eth),Ethiopia,3000m Steeplechase,male,2018
08:25.4,Isaac Updike (TRE),United States,3000m Steeplechase,male,2018
08:25.5,Clement Kemboi (Ken),Kenya,3000m Steeplechase,male,2018
08:26.0,Ahmed Abdelwahed (Ita),Italy,3000m Steeplechase,male,2018
08:26.1,Amor Benyahia (Tun),Tunisia,3000m Steeplechase,male,2018
08:26.2,Martin Grau (Ger),Germany,3000m Steeplechase,male,2018
08:26.2,Joash Kiplimo (Ken),Kenya,3000m Steeplechase,male,2018
08:26.5,Zak Seddon (GB),Great Briatin,3000m Steeplechase,male,2018
08:26.5,Philemon Kiplagat (Ken),Kenya,3000m Steeplechase,male,2018
08:26.9,Sebastián Martos (Spa),Spain,3000m Steeplechase,male,2018
12:43.0,Selemon Barega (Eth),Ethiopia,5000m,male,2018
12:45.8,Hagos Gebrhiwet (Eth),Ethiopia,5000m,male,2018
12:46.8,Yomif Kejelcha (Eth),Ethiopia,5000m,male,2018
12:55.2,Muktar Edris (Eth),Ethiopia,5000m,male,2018
12:56.3,Abadi Hadis (Eth),Ethiopia,5000m,male,2018
12:57.5,Paul Chelimo (USAr),United States,5000m,male,2018
12:59.4,Richard Yator (Ken),Kenya,5000m,male,2018
12:59.6,Getaneh Tamire (Eth),Ethiopia,5000m,male,2018
13:01.1,Birhanu Yemataw (Bhr),Bahrain,5000m,male,2018
13:03.1,Mo Ahmed (Can),Canada,5000m,male,2018
13:04.1,Ben True (Sauc),United States,5000m,male,2018
13:04.6,Telahun Haile (Eth),Ethiopia,5000m,male,2018
13:04.9,Bashir Abdi (Bel),Belarus,5000m,male,2018
13:05.2,Stewart McSweyn (Aus),Australia,5000m,male,2018
13:07.0,Regasa Chala (Eth),Ethiopia,5000m,male,2018
13:07.3,Nibret Melak (Eth),Ethiopia,5000m,male,2018
13:07.6,Aron Kifle (Eri),Eritrea,5000m,male,2018
13:10.1,Stanley Mburu Waithaka (Ken),Kenya,5000m,male,2018
13:10.6,Dawit Wolde (Eth),Ethiopia,5000m,male,2018
13:10.8,Cyrus Rutto (Ken),Kenya,5000m,male,2018
13:10.9,Stephen Kissa (Uga),Uganda,5000m,male,2018
13:11.8,Albert Rop (Bhr),Bahrain,5000m,male,2018
13:11.9,Japhet Korir (Ken),Kenya,5000m,male,2018
13:13.4,Biyazen Alehegn (Eth),Ethiopia,5000m,male,2018
13:13.6,Davis Kiplangat (Ken),Kenya,5000m,male,2018
13:13.9,Getnet Wale (Eth),Ethiopia,5000m,male,2018
13:15.4,Berihu Aregawi (Eth),Ethiopia,5000m,male,2018
13:15.6,Rabie Doukkana (Mor),Morocco,5000m,male,2018
13:15.9,Brett Robinson (Aus),Australia,5000m,male,2018
13:16.8,Solomon Berihu (Eth),Ethiopia,5000m,male,2018
13:17.0,Henrik Ingebrigtsen (Nor),Norway,5000m,male,2018
13:17.0,Riley Masters (Nike),United States,5000m,male,2018
13:17.1,Jakob Ingebrigtsen (Nor),Norway,5000m,male,2018
13:17.2,Jonathan Muia Ndiku (Ken),Kenya,5000m,male,2018
13:17.7,Benard Kimeli (Ken),Kenya,5000m,male,2018
13:17.8,Soufiyan Bouqantar (Mor),Morocco,5000m,male,2018
13:18.3,Evans Keitany (Ken),Kenya,5000m,male,2018
13:18.7,Haymanot Alewe (Eth),Ethiopia,5000m,male,2018
13:18.7,James Wangari (Ken),Kenya,5000m,male,2018
13:18.7,Justyn Knight (Can),Canada,5000m,male,2018
13:18.8,Yemaneberhan Crippa (Ita),Italy,5000m,male,2018
13:19.1,Morgan McDonald (Aus),Australia,5000m,male,2018
13:19.1,Morhad Amdouni (Fra),France,5000m,male,2018
13:19.3,Robert Mwei (Ken),Kenya,5000m,male,2018
13:19.5,David McNeill (Aus),Australia,5000m,male,2018
13:19.6,Soufiane Bouchikhi (Bel),Belarus,5000m,male,2018
13:19.7,Jacob Kiplimo (Uga),Uganda,5000m,male,2018
13:19.7,Edward Zakayo (Ken),Kenya,5000m,male,2018
13:19.8,Hassan Mead (OTC),United States,5000m,male,2018
13:19.9,Ronald Kwemoi (Ken),Kenya,5000m,male,2018
27:13.0,Stanley Mburu Waithaka (Ken),Kenya,10000m,male,2018
27:14.7,Richard Yator (Ken),Kenya,10000m,male,2018
27:19.6,Joshua Cheptegei (Uga),Uganda,10000m,male,2018
27:20.6,Mo Ahmed (Can),Canada,10000m,male,2018
27:21.1,Rhonex Kipruto (Ken),Kenya,10000m,male,2018
27:25.9,Tulu Merga (Eth),Ethiopia,10000m,male,2018
27:26.3,Benard Kimeli (Ken),Kenya,10000m,male,2018
27:28.3,Jonathan Ndiku (Ken),Kenya,10000m,male,2018
27:28.7,Rodgers Chumo (Ken),Kenya,10000m,male,2018
27:30.3,Jacob Kiplimo (Uga),Uganda,10000m,male,2018
27:30.5,Daniel Kipkemoi (Ken),Kenya,10000m,male,2018
27:30.9,Jake Robertson (NZ),New Zealand,10000m,male,2018
27:31.8,Bernard Koech (Ken),Kenya,10000m,male,2018
27:32.0,Amos Kurgat (Ken),Kenya,10000m,male,2018
27:36.5,Richard Ringer (Ger),Germany,10000m,male,2018
27:36.8,Morhad Amdouni (Fra),France,10000m,male,2018
27:38.2,Hassan Chani (Bhr),Bahrain,10000m,male,2018
27:39.7,Shadrack Kipchirchir (Nike),United States,10000m,male,2018
27:41.1,Wesley Ledama (Ken),Kenya,10000m,male,2018
27:41.2,Soufiane Bouchikhi (Bel),Belarus,10000m,male,2018
27:42.2,Alexander Mutiso (Ken),Kenya,10000m,male,2018
27:43.5,Josphat Ledama (Ken),Kenya,10000m,male,2018
27:43.6,Biyazen Alehegn (Eth),Ethiopia,10000m,male,2018
27:44.2,Yemaneberhan Crippa (Ita),Italy,10000m,male,2018
27:44.3,Dominic Lagat (Ken),Kenya,10000m,male,2018
27:44.6,Stephen Mokoka (SA),South Africa,10000m,male,2018
27:44.7,Teressa Nyakora (Eth),Ethiopia,10000m,male,2018
27:44.9,Abraham Kipyatich (Ken),Kenya,10000m,male,2018
27:45.3,Joel Mwaura (Ken),Kenya,10000m,male,2018
27:47.4,Timothy Toroitich (Uga),Uganda,10000m,male,2018
27:48.3,Awet Habte (Eri),Eritrea,10000m,male,2018
27:48.4,Berihu Aregawi (Eth),Ethiopia,10000m,male,2018
27:49.5,Nicholas Kosimbei (Ken),Kenya,10000m,male,2018
27:50.0,Joseph Macharia Ndirangu (Ken),Kenya,10000m,male,2018
27:50.6,Adel Mechaal (Spa),Spain,10000m,male,2018
27:51.0,Ronald Kwemoi (Ken),Kenya,10000m,male,2018
27:51.2,Davis Kiplangat (Ken),Kenya,10000m,male,2018
27:51.9,Alexander Yee (GB),Great Briatin,10000m,male,2018
27:52.3,Andy Vernon (GB),Great Briatin,10000m,male,2018
27:52.4,Andrew Lorot (Ken),Kenya,10000m,male,2018
27:52.6,Chris Thompson (GB),Great Briatin,10000m,male,2018
27:52.7,Nyakora Teressa (Eth),Ethiopia,10000m,male,2018
27:53.6,Kiprono Sitonik (Ken),Kenya,10000m,male,2018
27:55.9,Tetsuya Yoroizaka (Jpn),Japan,10000m,male,2018
27:56.0,Francois Barrer (Fra),France,10000m,male,2018
27:56.0,Simon Kariuki (Ken),Kenya,10000m,male,2018
27:56.1,Garrett Heath (Brooks Beasts),United States,10000m,male,2018
27:56.1,Moses Kibet (Uga),Uganda,10000m,male,2018
27:56.3,Hiroto Inoue (Jpn),Japan,10000m,male,2018
27:56.4,Hiroki Abe (Jpn),Japan,10000m,male,2018
2:01:39,Eliud Kipchoge (Ken),Kenya,marathon,male,2018
2:04:00,Mosinet Geremew (Eth),Ethiopia,marathon,male,2018
2:04:02,Leul Gebrselassie (Eth),Ethiopia,marathon,male,2018
2:04:06,Lawrence Cherono (Ken),Kenya,marathon,male,2018
2:04:06,Asefa Mengistu (Eth),Ethiopia,marathon,male,2018
2:04:06,Tamirat Tola (Eth),Ethiopia,marathon,male,2018
2:04:08,Sisay Lemma (Eth),Ethiopia,marathon,male,2018
2:04:15,Berhanu Legesse (Eth),Ethiopia,marathon,male,2018
2:04:37,Mule Wasihun (Eth),Ethiopia,marathon,male,2018
2:04:40,Solomon Deksisa (Eth),Ethiopia,marathon,male,2018
2:04:43,El Hassan El Abbassi (Bhr),Bahrain,marathon,male,2018
2:04:44,Abdiwak Tura (Eth),Ethiopia,marathon,male,2018
2:04:49,Tola Shura (Eth),Ethiopia,marathon,male,2018
2:04:53,Mathew Kisorio (Ken),Kenya,marathon,male,2018
2:05:11,Mo Farah (GB),Great Briatin,marathon,male,2018
2:05:21,Tsegaye Kebede (Eth),Ethiopia,marathon,male,2018
2:05:21,Emmanuel Saina (Ken),Kenya,marathon,male,2018
2:05:22,Nobert Kigen (Ken),Kenya,marathon,male,2018
2:05:26,El Mahjoub Dazza (Mor),Morocco,marathon,male,2018
2:05:30,Dickson Chumba (Ken),Kenya,marathon,male,2018
2:05:44,Kenneth Kipkemoi (Ken),Kenya,marathon,male,2018
2:05:50,Abera Kuma (Eth),Ethiopia,marathon,male,2018
2:05:50,Suguru Osako (Jpn),Japan,marathon,male,2018
2:05:56,Kelkile Gezahegn (Eth),Ethiopia,marathon,male,2018
2:05:58,Laban Korir (Ken),Kenya,marathon,male,2018
2:05:59,Lelisa Desisa (Eth),Ethiopia,marathon,male,2018
2:06:07,Galen Rupp (Nike Ore. Proj.),United States,marathon,male,2018
2:06:11,Yuta Shitara (Jpn),Japan,marathon,male,2018
2:06:15,Gideon Kipketer (Ken),Kenya,marathon,male,2018
2:06:21,Sammy Kitwara (Ken),Kenya,marathon,male,2018
2:06:23,Amos Kipruto (Ken),Kenya,marathon,male,2018
2:06:24,Kaan Kigen Özbilen (Tur),Turkey,marathon,male,2018
2:06:24,Solomon Yego (Ken),Kenya,marathon,male,2018
2:06:25,Paul Lonyangata (Ken),Kenya,marathon,male,2018
2:06:26,Geoffrey Kamworor (Ken),Kenya,marathon,male,2018
2:06:29,Abraham Kiptum (Ken),Kenya,marathon,male,2018
2:06:35,Evans Korir (Ken),Kenya,marathon,male,2018
2:06:41,Martin Kosgey (Ken),Kenya,marathon,male,2018
2:06:41,Ernest Ngeno (Ken),Kenya,marathon,male,2018
2:06:45,Geoffrey Kirui (Ken),Kenya,marathon,male,2018
2:06:47,Tadu Abate (Eth),Ethiopia,marathon,male,2018
2:06:48,Wilson Kipsang (Ken),Kenya,marathon,male,2018
2:06:49,Peter Some (Ken),Kenya,marathon,male,2018
2:06:51,Jonathan Korir (Ken),Kenya,marathon,male,2018
2:06:54,Hirohito Inoue (Jpn),Japan,marathon,male,2018
2:06:57,Wilson Loyanai (Ken),Kenya,marathon,male,2018
2:07:00,Yitayal Atnafu (Eth),Ethiopia,marathon,male,2018
2:07:03,Mark Korir (Ken),Kenya,marathon,male,2018
2:07:07,Abel Kirui (Ken),Kenya,marathon,male,2018
2:07:09,Alex Kibet (Ken),Kenya,marathon,male,2018
01:43.1,Emmanuel Korir (Ken),Kenya,800m,male,2017
01:43.2,Nijel Amos (Bot),Botswana,800m,male,2017
01:43.6,Clayton Murphy (US),United States,800m,male,2017
01:43.9,Wycliffe Kinyamal (Ken),Kenya,800m,male,2017
01:44.0,Donavan Brazier (US),United States,800m,male,2017
01:44.0,Kipyegon Bett (Ken),Kenya,800m,male,2017
01:44.4,Ferguson Cheruiyot (Ken),Kenya,800m,male,2017
01:44.4,Brandon McBride (Can),Canada,800m,male,2017
01:44.4,Asbel Kiprop (Ken),Kenya,800m,male,2017
01:44.4,Antoine Gakeme (Bur),Burkina Faso,800m,male,2017
01:44.5,Isaiah Harris (US),United States,800m,male,2017
01:44.6,Michael Saruni (Ken),Kenya,800m,male,2017
01:44.6,Amel Tuka (Bos),Bosnia and Herzegovina,800m,male,2017
01:44.6,Drew Windle (US),United States,800m,male,2017
01:44.7,Erik Sowinski (US),United States,800m,male,2017
01:44.7,Pierre-Ambroise Bosse (Fra),France,800m,male,2017
01:44.8,Edward Kemboi (Ken),Kenya,800m,male,2017
01:44.8,Marcin Lewandowski (Pol),Poland,800m,male,2017
01:44.8,Alex Amankwah (Gha),Ghana,800m,male,2017
01:44.8,Thiago André (Bra),Brazil,800m,male,2017
01:44.8,Adam Kszczot (Pol),Poland,800m,male,2017
01:44.9,Willy Tarbei (Ken),Kenya,800m,male,2017
01:44.8,Elijah Manangoi (Ken),Kenya,800m,male,2017
01:44.9,David Rudisha (Ken),Kenya,800m,male,2017
01:44.9,Mohamed Ahmed Hamada (Egy),Egypt,800m,male,2017
01:45.0,Andres Arroyo (PR),Puerto Rico,800m,male,2017
01:45.0,Elliot Giles (GB),Great Britain,800m,male,2017
01:45.0,Thijmen Kupers (Hol),Holland,800m,male,2017
01:44.9,Davis Cheruiyot (Ken),Kenya,800m,male,2017
01:44.9,Nicholas Kipkoech (Ken),Kenya,800m,male,2017
01:45.0,Peter Kiplangat (Ken),Kenya,800m,male,2017
01:45.0,Ayanleh Souleiman (Dji),Djibouti,800m,male,2017
01:45.0,Kevin López (Spa),Spain,800m,male,2017
01:45.0,Jesse Garn (US),United States,800m,male,2017
01:45.1,Robert Biwott (Ken),Kenya,800m,male,2017
